Project_ID,Industry,AI_Use_Case,Model_Type,Monthly_Cost,Annual_Benefit,Accuracy,Latency_ms,Data_Drift,Compliance_Risk,Model_Downtime,User_Adoption,Annual_Cost,ROI_Percent,Governance_Risk_Score,Performance_Score,Risk_Category,ROI_Category,Business_Priority_Score,Business_Priority,AI_Alert,Management_Insight
AI-0807,Banking,Document Intelligence,Classification,43342,49345,0.927,36.9,0.294,0.472,6.04,0.717,520104,-90.51,40.13,74.88,Medium,Negative ROI,44.17,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0808,Telecom,Recommendation,Regression,90992,275688,0.964,378.17,0.222,0.572,0.54,0.322,1091904,-74.75,33.3,62.19,Low,Negative ROI,41.78,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0809,Logistics,Predictive Maintenance,Recommendation,83860,459529,0.807,404.98,0.035,0.046,8.27,0.419,1006320,-54.34,16.9,64.83,Low,Negative ROI,47.62,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0810,Banking,Predictive Maintenance,Classification,7257,392251,0.82,97.08,0.227,0.624,10.63,0.743,87084,350.43,52.61,71.6,Medium,High ROI,74.28,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0811,Logistics,Customer Support,Computer Vision,32364,404010,0.758,277.92,0.029,0.626,1.72,0.594,388368,4.03,31.91,69.99,Low,Low ROI,45.63,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0812,Banking,Customer Support,Recommendation,29972,281798,0.954,112.14,0.008,0.891,4.58,0.656,359664,-21.65,47.97,87.06,Medium,Negative ROI,46.08,Review,Negative ROI,Financial review required due to negative ROI.
AI-0813,Retail,Predictive Maintenance,Regression,31654,351310,0.869,365.23,0.121,0.506,11.72,0.344,379848,-7.51,45.93,63.32,Medium,Negative ROI,38.38,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0814,Telecom,Recommendation,Regression,85769,198933,0.748,150.34,0.298,0.077,5.49,0.884,1029228,-80.67,21.56,65.67,Low,Negative ROI,46.52,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0815,Telecom,Predictive Maintenance,NLP,86423,117406,0.752,171.78,0.052,0.306,3.62,0.849,1037076,-88.68,21.36,76.83,Low,Negative ROI,50.48,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0816,Manufacturing,Recommendation,Recommendation,34320,331442,0.953,425.59,0.202,0.656,10.08,0.43,411840,-19.52,52.38,63.38,Medium,Negative ROI,36.47,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0817,Logistics,Customer Support,NLP,25808,460437,0.655,248.63,0.052,0.239,2.95,0.744,309696,48.67,17.23,67.57,Low,Low ROI,57.0,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0818,Banking,Fraud Detection,Classification,57389,327086,0.76,341.48,0.217,0.281,13.43,0.873,688668,-52.5,41.54,64.37,Medium,Negative ROI,40.07,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0819,Banking,Document Intelligence,Recommendation,39773,23453,0.838,213.14,0.152,0.82,1.58,0.749,477276,-95.09,44.09,72.89,Medium,Negative ROI,42.28,Review,Negative ROI,Financial review required due to negative ROI.
AI-0820,Healthcare,Customer Support,Classification,56168,122811,0.7,163.04,0.204,0.584,10.6,0.517,674016,-81.78,50.07,60.25,Medium,Negative ROI,36.07,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0821,Manufacturing,Customer Support,NLP,32747,74935,0.681,320.23,0.061,0.509,7.49,0.759,392964,-80.93,37.22,66.57,Medium,Negative ROI,42.13,Review,Negative ROI,Financial review required due to negative ROI.
AI-0822,Healthcare,Demand Forecasting,Recommendation,81396,404583,0.927,94.33,0.224,0.318,13.05,0.447,976752,-58.58,42.78,71.26,Medium,Negative ROI,42.11,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0823,Healthcare,Demand Forecasting,NLP,88692,194442,0.954,199.04,0.299,0.731,1.89,0.523,1064304,-81.73,45.02,67.24,Medium,Negative ROI,40.03,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0824,Healthcare,Demand Forecasting,Recommendation,62505,290472,0.93,120.34,0.2,0.288,10.17,0.468,750060,-61.27,35.91,72.25,Medium,Negative ROI,44.51,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0825,Logistics,Document Intelligence,NLP,90896,35534,0.956,353.98,0.148,0.737,8.58,0.69,1090752,-96.74,51.9,73.58,Medium,Negative ROI,40.18,Review,Negative ROI,Financial review required due to negative ROI.
AI-0826,Logistics,Demand Forecasting,Regression,23135,367424,0.838,473.22,0.277,0.07,7.2,0.376,277620,32.35,23.46,51.37,Low,Low ROI,46.6,Review,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0827,Retail,Recommendation,NLP,95887,498141,0.926,497.85,0.005,0.865,7.37,0.953,1150644,-56.71,51.36,80.17,Medium,Negative ROI,42.65,Review,Negative ROI,Financial review required due to negative ROI.
AI-0828,Retail,Predictive Maintenance,Regression,52377,56320,0.781,236.13,0.219,0.5,10.83,0.533,628524,-91.04,47.12,61.68,Medium,Negative ROI,37.45,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0829,Healthcare,Fraud Detection,NLP,28554,69170,0.877,141.21,0.267,0.439,14.07,0.453,342648,-79.81,51.22,65.32,Medium,Negative ROI,37.5,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0830,Manufacturing,Customer Support,Recommendation,67491,120546,0.986,232.56,0.019,0.611,1.37,0.648,809892,-85.12,30.35,84.33,Low,Negative ROI,50.41,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0831,Banking,Recommendation,Recommendation,60621,100201,0.727,426.69,0.135,0.624,0.29,0.494,727452,-86.23,32.61,56.68,Low,Negative ROI,40.05,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0832,Logistics,Fraud Detection,Recommendation,63283,254473,0.783,118.88,0.061,0.132,12.09,0.674,759396,-66.49,27.92,76.01,Low,Negative ROI,48.23,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0833,Manufacturing,Recommendation,Computer Vision,90140,290784,0.813,477.01,0.17,0.756,1.62,0.544,1081680,-73.12,41.82,58.72,Medium,Negative ROI,38.01,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0834,Telecom,Recommendation,Classification,21923,251324,0.697,184.1,0.195,0.276,14.8,0.392,263076,-4.47,42.94,57.42,Medium,Negative ROI,37.21,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0835,Logistics,Customer Support,Recommendation,52591,181121,0.678,493.19,0.091,0.905,9.29,0.486,631092,-71.3,58.94,54.27,Medium,Negative ROI,31.31,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0836,Logistics,Predictive Maintenance,Regression,67261,418834,0.932,422.53,0.138,0.818,9.76,0.607,807132,-48.11,57.22,69.16,Medium,Negative ROI,37.04,Review,Negative ROI,Financial review required due to negative ROI.
AI-0837,Retail,Demand Forecasting,Recommendation,59336,253612,0.982,408.11,0.084,0.346,2.98,0.321,712032,-64.38,23.06,69.08,Low,Negative ROI,47.26,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0838,Banking,Document Intelligence,Computer Vision,79083,207125,0.788,172.59,0.111,0.808,3.6,0.839,948996,-78.17,45.69,75.45,Medium,Negative ROI,42.7,Review,Negative ROI,Financial review required due to negative ROI.
AI-0839,Banking,Predictive Maintenance,Regression,65948,415136,0.68,24.21,0.048,0.356,9.89,0.735,791376,-47.54,33.94,75.57,Low,Negative ROI,46.27,Review,Negative ROI,Financial review required due to negative ROI.
AI-0840,Telecom,Document Intelligence,Computer Vision,38002,326081,0.672,203.42,0.266,0.101,13.65,0.721,456024,-28.49,35.28,58.62,Medium,Negative ROI,39.93,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0841,Telecom,Customer Support,Regression,85098,220796,0.953,164.87,0.003,0.962,14.74,0.682,1021176,-78.38,67.95,86.19,High,Negative ROI,39.78,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0842,Logistics,Customer Support,NLP,78016,163279,0.808,37.95,0.265,0.653,2.97,0.713,936192,-82.56,42.28,70.27,Medium,Negative ROI,41.91,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0843,Healthcare,Customer Support,Classification,31672,216846,0.759,262.58,0.172,0.456,2.01,0.954,380064,-42.94,29.03,70.55,Low,Negative ROI,45.98,Review,Negative ROI,Financial review required due to negative ROI.
AI-0844,Retail,Fraud Detection,Classification,9213,184044,0.812,213.46,0.099,0.398,0.85,0.306,110556,66.47,22.3,65.37,Low,Healthy ROI,57.82,Monitor,Low User Adoption,Project requires management monitoring.
AI-0845,Retail,Document Intelligence,Computer Vision,15293,424015,0.758,324.59,0.217,0.325,13.02,0.333,183516,131.05,42.84,53.97,Medium,Healthy ROI,58.97,Monitor,Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0846,Logistics,Predictive Maintenance,Classification,60860,222160,0.816,318.17,0.152,0.981,4.42,0.434,730320,-69.58,56.07,62.33,Medium,Negative ROI,34.99,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0847,Manufacturing,Predictive Maintenance,Computer Vision,67507,442132,0.942,77.96,0.15,0.135,0.03,0.417,810084,-45.42,10.63,75.6,Low,Negative ROI,53.27,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0848,Healthcare,Recommendation,Computer Vision,62134,90463,0.851,488.94,0.033,0.315,3.36,0.427,745608,-87.87,20.76,64.77,Low,Negative ROI,46.44,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0849,Logistics,Recommendation,Computer Vision,7100,113500,0.886,109.73,0.117,0.485,5.11,0.77,85200,33.22,33.85,80.56,Low,Low ROI,53.85,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0850,Healthcare,Recommendation,Classification,66997,227772,0.774,233.73,0.072,0.478,14.86,0.622,803964,-71.67,48.44,70.53,Medium,Negative ROI,40.15,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0851,Healthcare,Customer Support,Computer Vision,33172,57158,0.901,254.3,0.005,0.471,7.85,0.994,398064,-85.64,34.43,87.05,Low,Negative ROI,50.14,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0852,Healthcare,Predictive Maintenance,Classification,25132,104607,0.877,410.27,0.108,0.176,3.07,0.459,301584,-65.31,16.28,65.32,Low,Negative ROI,47.98,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0853,Logistics,Document Intelligence,Computer Vision,23199,401783,0.691,67.63,0.027,0.145,5.02,0.518,278388,44.32,15.7,71.53,Low,Low ROI,58.08,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0854,Retail,Customer Support,Recommendation,41609,265017,0.845,225.75,0.077,0.255,4.95,0.989,499308,-46.92,22.04,81.41,Low,Negative ROI,51.88,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0855,Retail,Fraud Detection,Computer Vision,47965,353840,0.737,321.68,0.028,0.915,0.3,0.882,575580,-38.52,42.52,73.44,Medium,Negative ROI,42.95,Review,Negative ROI,Financial review required due to negative ROI.
AI-0856,Healthcare,Recommendation,Regression,13016,343654,0.923,123.27,0.03,0.113,2.03,0.629,156192,120.02,9.37,83.53,Low,Healthy ROI,77.43,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0857,Manufacturing,Customer Support,Computer Vision,44779,140076,0.795,321.18,0.06,0.757,10.43,0.688,537348,-73.93,53.25,70.87,Medium,Negative ROI,38.83,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0858,Banking,Customer Support,NLP,36881,78692,0.988,463.36,0.3,0.758,1.8,0.89,442572,-82.22,46.11,68.3,Medium,Negative ROI,40.07,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0859,Logistics,Fraud Detection,Computer Vision,87594,150841,0.681,498.81,0.001,0.81,3.46,0.637,1051128,-85.65,42.25,61.78,Medium,Negative ROI,38.95,Review,Negative ROI,Financial review required due to negative ROI.
AI-0860,Banking,Demand Forecasting,Regression,29472,212816,0.915,35.58,0.192,0.887,5.26,0.444,353664,-39.83,54.44,73.96,Medium,Negative ROI,39.55,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0861,Manufacturing,Predictive Maintenance,Regression,56813,297954,0.879,133.08,0.042,0.263,11.37,0.88,681756,-56.3,32.04,85.46,Low,Negative ROI,50.3,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0862,Logistics,Document Intelligence,Classification,41021,418342,0.911,168.95,0.276,0.225,8.74,0.676,492252,-15.01,32.97,70.2,Low,Negative ROI,44.68,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0863,Healthcare,Demand Forecasting,Recommendation,59131,181081,0.755,211.58,0.028,0.466,10.33,0.407,709572,-74.48,39.03,68.14,Medium,Negative ROI,42.14,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0864,Retail,Recommendation,Computer Vision,29087,131718,0.817,136.28,0.287,0.265,8.51,0.654,349044,-62.26,34.72,65.49,Low,Negative ROI,42.51,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0865,Banking,Customer Support,Classification,17828,373076,0.921,117.67,0.183,0.734,10.25,0.589,213936,74.39,55.6,75.15,Medium,Healthy ROI,52.64,Monitor,High Downtime,Project requires management monitoring.
AI-0866,Telecom,Fraud Detection,Recommendation,66610,20192,0.729,478.19,0.0,0.636,0.04,0.914,799320,-97.47,28.69,70.38,Low,Negative ROI,46.03,Review,Negative ROI,Financial review required due to negative ROI.
AI-0867,Telecom,Fraud Detection,Computer Vision,6401,267536,0.727,460.89,0.268,0.875,13.96,0.388,76812,248.3,70.68,46.88,High,High ROI,60.2,Monitor,High Governance Risk | Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Governance review required before further scaling.
AI-0868,Manufacturing,Predictive Maintenance,NLP,90179,56413,0.837,42.56,0.157,0.083,1.66,0.913,1082148,-94.79,11.21,80.98,Low,Negative ROI,54.98,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0869,Healthcare,Demand Forecasting,Computer Vision,20193,163888,0.828,182.63,0.079,0.915,6.09,0.659,242316,-32.37,53.7,75.15,Medium,Negative ROI,40.19,Review,Negative ROI,Financial review required due to negative ROI.
AI-0870,Banking,Predictive Maintenance,Regression,97389,59082,0.746,214.47,0.23,0.293,11.57,0.583,1168668,-94.94,39.37,61.03,Medium,Negative ROI,39.55,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0871,Healthcare,Customer Support,Regression,49864,347192,0.751,134.73,0.278,0.491,6.53,0.413,598368,-41.98,41.32,57.87,Medium,Negative ROI,37.86,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0872,Banking,Predictive Maintenance,NLP,25307,143130,0.744,321.86,0.145,0.439,14.2,0.791,303684,-52.87,47.77,66.11,Medium,Negative ROI,38.81,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0873,Manufacturing,Document Intelligence,Classification,24611,70940,0.912,327.38,0.095,0.76,7.01,0.949,295332,-75.98,48.73,80.01,Medium,Negative ROI,43.38,Review,Negative ROI,Financial review required due to negative ROI.
AI-0874,Manufacturing,Fraud Detection,Recommendation,48791,183202,0.872,428.24,0.237,0.42,13.12,0.563,585492,-68.71,47.88,60.16,Medium,Negative ROI,36.69,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0875,Telecom,Fraud Detection,Computer Vision,16950,60142,0.933,375.62,0.205,0.944,12.16,0.469,203400,-70.43,68.9,64.51,High,Negative ROI,31.91,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0876,Healthcare,Recommendation,Regression,81240,56468,0.982,280.44,0.267,0.903,14.71,0.688,974880,-94.21,73.16,71.1,High,Negative ROI,32.94,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0877,Logistics,Recommendation,Classification,82403,443914,0.811,333.72,0.208,0.872,13.9,0.857,988836,-55.11,68.65,67.28,High,Negative ROI,32.95,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0878,Telecom,Customer Support,NLP,7745,161727,0.673,151.51,0.073,0.071,13.47,0.303,92940,74.01,27.83,61.51,Low,Healthy ROI,56.13,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0879,Healthcare,Document Intelligence,Regression,60243,198969,0.666,304.67,0.279,0.854,10.97,0.742,722916,-72.48,65.08,55.05,High,Negative ROI,29.74,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0880,Telecom,Demand Forecasting,NLP,8866,443291,0.751,254.83,0.031,0.782,5.5,0.718,106392,316.66,45.29,72.72,Medium,High ROI,76.86,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0881,Logistics,Predictive Maintenance,Computer Vision,37245,422575,0.967,84.01,0.08,0.104,1.59,0.523,446940,-5.45,9.73,82.29,Low,Negative ROI,55.88,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0882,Retail,Customer Support,Recommendation,49724,411192,0.828,136.42,0.156,0.107,10.33,0.616,596688,-31.09,26.71,71.83,Low,Negative ROI,47.13,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0883,Retail,Recommendation,Regression,76354,256187,0.742,160.01,0.17,0.101,14.68,0.473,916248,-72.04,34.11,63.26,Low,Negative ROI,41.91,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0884,Retail,Predictive Maintenance,Regression,56374,62056,0.786,463.67,0.005,0.011,10.9,0.853,676488,-90.83,18.81,72.2,Low,Negative ROI,49.63,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0885,Retail,Recommendation,Computer Vision,35116,71831,0.854,130.59,0.234,0.549,13.93,0.744,421392,-82.95,54.94,71.96,Medium,Negative ROI,38.7,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0886,Banking,Predictive Maintenance,Classification,86029,341335,0.872,158.84,0.108,0.973,12.06,0.673,1032348,-66.94,67.12,76.89,High,Negative ROI,36.78,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0887,Retail,Demand Forecasting,Recommendation,98574,269664,0.702,197.29,0.122,0.439,2.45,0.575,1182888,-77.2,27.5,64.58,Low,Negative ROI,44.35,Review,Negative ROI,Financial review required due to negative ROI.
AI-0888,Logistics,Customer Support,Regression,25447,404092,0.982,338.6,0.243,0.541,3.74,0.504,305364,32.33,37.87,66.87,Medium,Low ROI,47.7,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0889,Manufacturing,Predictive Maintenance,Recommendation,35431,446488,0.835,76.75,0.114,0.968,5.13,0.876,425172,5.01,55.53,81.27,Medium,Low ROI,42.66,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0890,Manufacturing,Document Intelligence,Regression,22908,128117,0.696,477.89,0.014,0.255,2.52,0.616,274896,-53.39,16.1,62.08,Low,Negative ROI,46.9,Review,Negative ROI,Financial review required due to negative ROI.
AI-0891,Banking,Fraud Detection,Recommendation,34336,296815,0.954,435.47,0.053,0.858,8.72,0.651,412032,-27.96,54.73,75.01,Medium,Negative ROI,39.83,Review,Negative ROI,Financial review required due to negative ROI.
AI-0892,Retail,Document Intelligence,NLP,45992,309192,0.675,297.06,0.287,0.546,14.63,0.665,551904,-43.98,57.56,53.79,Medium,Negative ROI,31.56,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0893,Retail,Document Intelligence,Regression,60350,489490,0.959,343.54,0.021,0.569,11.42,0.614,724200,-32.41,45.27,78.87,Medium,Negative ROI,44.02,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0894,Retail,Fraud Detection,Recommendation,74561,308107,0.989,28.0,0.106,0.343,6.35,0.479,894732,-65.56,29.2,82.89,Low,Negative ROI,50.25,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0895,Telecom,Document Intelligence,Classification,56955,63954,0.888,182.69,0.151,0.562,0.07,0.384,683460,-90.64,29.94,69.05,Low,Negative ROI,45.19,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0896,Healthcare,Predictive Maintenance,NLP,66240,485525,0.912,401.92,0.148,0.073,4.7,0.369,794880,-38.92,15.56,63.52,Low,Negative ROI,47.56,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0897,Telecom,Predictive Maintenance,NLP,25093,253192,0.765,57.19,0.001,0.765,7.9,0.83,301116,-15.92,47.62,83.08,Medium,Negative ROI,44.79,Review,Negative ROI,Financial review required due to negative ROI.
AI-0898,Healthcare,Predictive Maintenance,Classification,11155,377574,0.97,155.51,0.15,0.285,4.86,0.456,133860,182.07,25.43,75.45,Low,High ROI,80.64,Strategic,Low User Adoption,Project requires management monitoring.
AI-0899,Retail,Fraud Detection,Recommendation,51607,20717,0.83,300.94,0.115,0.888,1.67,0.339,619284,-96.65,46.19,63.5,Medium,Negative ROI,38.37,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0900,Retail,Document Intelligence,Computer Vision,38487,293820,0.899,143.08,0.292,0.368,6.64,0.858,461844,-36.38,36.39,73.22,Medium,Negative ROI,44.71,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0901,Telecom,Fraud Detection,Classification,60668,417650,0.964,468.31,0.048,0.143,3.8,0.408,728016,-42.63,14.21,69.91,Low,Negative ROI,50.21,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0902,Telecom,Predictive Maintenance,Recommendation,25963,200882,0.982,82.91,0.106,0.696,13.64,0.738,311556,-35.52,57.23,86.07,Medium,Negative ROI,42.96,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0903,Healthcare,Document Intelligence,Classification,55124,138696,0.933,402.75,0.126,0.165,1.53,0.537,661488,-79.03,13.76,69.01,Low,Negative ROI,50.03,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0904,Manufacturing,Document Intelligence,Classification,57870,412974,0.753,263.82,0.117,0.754,0.74,0.389,694440,-40.53,38.67,61.67,Medium,Negative ROI,39.98,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0905,Healthcare,Recommendation,Regression,61547,24994,0.979,380.16,0.2,0.968,0.08,0.59,738564,-96.62,49.69,69.35,Medium,Negative ROI,39.37,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0906,Telecom,Recommendation,Recommendation,69110,286378,0.864,169.14,0.065,0.78,4.92,0.31,829320,-65.47,45.25,71.08,Medium,Negative ROI,41.3,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0907,Logistics,Demand Forecasting,Computer Vision,58554,89300,0.966,266.96,0.066,0.022,9.91,0.889,702648,-87.29,19.49,84.77,Low,Negative ROI,53.82,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0908,Telecom,Customer Support,Regression,25936,326093,0.88,431.28,0.219,0.6,10.96,0.659,311232,4.77,51.84,63.29,Medium,Low ROI,37.43,Review,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0909,Logistics,Recommendation,Classification,9426,57405,0.754,244.1,0.15,0.695,6.8,0.397,113112,-49.25,47.11,60.82,Medium,Negative ROI,37.15,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0910,Banking,Fraud Detection,Classification,93839,317016,0.776,192.67,0.125,0.825,10.26,0.466,1126068,-71.85,57.98,66.09,Medium,Negative ROI,35.74,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0911,Telecom,Recommendation,Classification,32606,324359,0.837,277.35,0.051,0.056,5.4,0.614,391272,-17.1,13.05,73.26,Low,Negative ROI,51.73,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0912,Banking,Demand Forecasting,Recommendation,52832,43185,0.919,364.33,0.056,0.48,10.02,0.432,633984,-93.19,39.98,70.86,Medium,Negative ROI,42.81,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0913,Manufacturing,Document Intelligence,Recommendation,33151,194514,0.758,232.91,0.003,0.535,0.61,0.488,397812,-51.1,25.18,70.52,Low,Negative ROI,47.13,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0914,Healthcare,Demand Forecasting,Regression,84303,464975,0.847,470.66,0.027,0.169,5.86,0.674,1011636,-54.04,18.18,70.36,Low,Negative ROI,49.17,Review,Negative ROI,Financial review required due to negative ROI.
AI-0915,Logistics,Document Intelligence,Computer Vision,16308,323297,0.768,161.57,0.167,0.322,11.86,0.883,195696,65.2,39.27,72.86,Medium,Healthy ROI,55.13,Monitor,High Downtime,Project requires management monitoring.
AI-0916,Healthcare,Document Intelligence,Regression,67522,359679,0.927,248.22,0.268,0.44,12.05,0.581,810264,-55.61,47.92,67.12,Medium,Negative ROI,39.12,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0917,Banking,Customer Support,NLP,50671,153653,0.809,383.33,0.086,0.833,10.74,0.802,608052,-74.73,57.96,70.69,Medium,Negative ROI,37.35,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0918,Logistics,Recommendation,Classification,95306,71717,0.676,350.78,0.098,0.929,3.06,0.914,1143672,-93.73,49.84,66.66,Medium,Negative ROI,38.38,Review,Negative ROI,Financial review required due to negative ROI.
AI-0919,Healthcare,Fraud Detection,Classification,99108,22763,0.706,434.55,0.035,0.628,3.71,0.451,1189296,-98.09,35.49,59.53,Medium,Negative ROI,40.19,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0920,Telecom,Fraud Detection,Classification,7204,375054,0.671,498.47,0.117,0.395,14.94,0.865,86448,333.85,46.18,60.05,Medium,High ROI,72.16,Monitor,High Downtime,Project requires management monitoring.
AI-0921,Retail,Predictive Maintenance,Regression,97769,75480,0.82,224.89,0.011,0.254,1.55,0.83,1173228,-93.57,14.34,80.3,Low,Negative ROI,53.8,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0922,Banking,Document Intelligence,Regression,92265,189831,0.686,73.35,0.275,0.982,2.71,0.55,1107180,-82.85,56.96,59.35,Medium,Negative ROI,33.68,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0923,Healthcare,Fraud Detection,Classification,36131,227139,0.689,34.6,0.202,0.983,1.95,0.993,433572,-47.61,53.54,73.17,Medium,Negative ROI,39.55,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0924,Banking,Customer Support,Regression,57428,138094,0.97,368.9,0.297,0.925,4.91,0.484,689136,-79.96,58.72,62.26,Medium,Negative ROI,34.17,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
