Project_ID,Industry,AI_Use_Case,ROI_Percent,Performance_Score,Governance_Risk_Score,Risk_Category,Business_Priority,AI_Alert,Management_Insight
AI-0621,Telecom,Fraud Detection,-47.42,56.8,57.4,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0622,Manufacturing,Fraud Detection,-76.47,53.94,48.73,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0623,Telecom,Predictive Maintenance,67.97,70.38,43.8,Medium,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0624,Banking,Predictive Maintenance,-48.17,64.8,24.18,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0625,Telecom,Customer Support,56.94,81.12,43.04,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0626,Telecom,Demand Forecasting,-73.25,56.46,36.61,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0627,Healthcare,Recommendation,-50.94,80.75,51.4,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0628,Healthcare,Recommendation,-86.87,74.73,71.22,High,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0629,Logistics,Recommendation,-46.97,96.42,61.98,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0630,Healthcare,Customer Support,-76.8,85.38,22.93,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0631,Telecom,Predictive Maintenance,-56.7,72.88,37.8,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0632,Retail,Document Intelligence,-34.67,61.54,64.04,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0633,Telecom,Document Intelligence,6.29,71.57,56.41,Medium,Review,Low User Adoption,Project requires management monitoring.
AI-0634,Retail,Customer Support,-57.67,67.98,43.98,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0635,Retail,Document Intelligence,145.41,61.45,18.21,Low,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0636,Healthcare,Recommendation,-72.42,69.93,7.49,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0637,Manufacturing,Demand Forecasting,-73.57,55.45,37.34,Medium,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0638,Banking,Fraud Detection,97.11,60.31,38.1,Medium,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0639,Healthcare,Predictive Maintenance,156.71,70.12,40.47,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0640,Healthcare,Predictive Maintenance,78.38,59.11,44.51,Medium,Monitor,Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0641,Manufacturing,Customer Support,-67.07,67.52,17.97,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0642,Banking,Predictive Maintenance,-57.24,69.78,32.42,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0643,Telecom,Recommendation,-37.56,69.0,19.79,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0644,Logistics,Document Intelligence,-83.01,59.5,21.38,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0645,Logistics,Recommendation,-54.68,74.16,52.82,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0646,Telecom,Customer Support,-31.47,70.19,41.89,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0647,Healthcare,Recommendation,-55.41,62.94,60.14,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0648,Banking,Document Intelligence,-34.69,66.05,31.9,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0649,Healthcare,Demand Forecasting,-70.69,71.32,26.95,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0650,Retail,Customer Support,-64.87,60.14,35.66,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0651,Healthcare,Demand Forecasting,124.87,56.43,53.85,Medium,Monitor,Low AI Performance | High Data Drift,Model performance optimization is recommended.
AI-0652,Healthcare,Fraud Detection,-41.89,69.18,22.89,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0653,Telecom,Demand Forecasting,-97.66,70.55,44.12,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0654,Telecom,Fraud Detection,-49.01,66.64,38.51,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0655,Telecom,Fraud Detection,5.99,61.75,44.98,Medium,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0656,Logistics,Demand Forecasting,-46.49,61.33,61.84,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0657,Retail,Customer Support,-83.55,65.06,46.67,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0658,Telecom,Document Intelligence,-56.08,62.78,52.87,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0659,Banking,Recommendation,18.58,71.76,28.55,Low,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0660,Logistics,Recommendation,-47.22,65.0,70.35,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0661,Manufacturing,Document Intelligence,-42.57,89.1,35.0,Medium,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0662,Banking,Fraud Detection,164.29,74.17,33.9,Low,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0663,Banking,Fraud Detection,114.08,69.66,40.98,Medium,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0664,Telecom,Customer Support,-87.76,71.49,57.49,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0665,Manufacturing,Predictive Maintenance,28.73,55.27,36.38,Medium,Review,Low AI Performance | High Data Drift | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0666,Manufacturing,Demand Forecasting,-14.12,61.22,42.16,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0667,Logistics,Fraud Detection,-25.74,55.57,34.01,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0668,Manufacturing,Recommendation,-81.64,81.45,43.31,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0669,Retail,Customer Support,-88.6,77.06,39.06,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0670,Telecom,Demand Forecasting,-30.27,74.71,28.28,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0671,Manufacturing,Customer Support,-55.13,70.38,22.93,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0672,Logistics,Demand Forecasting,-76.95,63.91,65.02,High,Review,Negative ROI | High Governance Risk | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0673,Retail,Demand Forecasting,-51.21,53.76,12.11,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0674,Healthcare,Document Intelligence,-85.93,64.51,49.67,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0675,Healthcare,Fraud Detection,-52.4,80.22,12.89,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0676,Retail,Customer Support,-92.09,78.38,18.57,Low,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0677,Logistics,Customer Support,-73.31,59.36,34.21,Low,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0678,Retail,Document Intelligence,-80.74,75.07,45.68,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0679,Telecom,Recommendation,-61.19,79.78,46.82,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0680,Telecom,Recommendation,-77.42,70.58,17.61,Low,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0681,Healthcare,Fraud Detection,73.9,64.07,16.94,Low,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0682,Manufacturing,Fraud Detection,-88.92,63.72,65.4,High,Review,Negative ROI | High Governance Risk | High Downtime,Financial review required due to negative ROI.
AI-0683,Logistics,Predictive Maintenance,-60.44,59.48,16.12,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0684,Healthcare,Document Intelligence,-68.28,51.71,65.65,High,Review,Negative ROI | High Governance Risk | Low AI Performance | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0685,Manufacturing,Recommendation,-33.32,62.11,17.75,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0686,Manufacturing,Demand Forecasting,-64.87,74.93,42.22,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0687,Telecom,Customer Support,24.93,79.97,22.37,Low,Monitor,Low User Adoption,Project requires management monitoring.
AI-0688,Banking,Fraud Detection,-87.66,70.54,62.06,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0689,Banking,Customer Support,-56.72,47.94,51.12,Medium,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0690,Retail,Customer Support,-65.56,75.14,43.59,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0691,Telecom,Predictive Maintenance,-72.45,74.26,9.47,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0692,Manufacturing,Recommendation,-83.97,65.61,37.27,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0693,Logistics,Fraud Detection,-40.59,70.83,48.11,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0694,Banking,Customer Support,-87.67,77.05,20.82,Low,Monitor,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0695,Manufacturing,Fraud Detection,-44.36,49.23,7.44,Low,Review,Negative ROI | Low AI Performance | Low User Adoption,Financial review required due to negative ROI.
AI-0696,Banking,Demand Forecasting,27.01,46.35,60.31,Medium,Review,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0697,Banking,Predictive Maintenance,-32.57,67.68,29.24,Low,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0698,Banking,Demand Forecasting,-65.46,64.96,54.74,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0699,Logistics,Fraud Detection,-63.78,71.79,43.17,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0700,Telecom,Fraud Detection,-32.61,69.49,62.58,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0701,Logistics,Recommendation,-95.81,60.33,63.58,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0702,Healthcare,Customer Support,-91.46,54.44,58.47,Medium,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0703,Manufacturing,Customer Support,-72.96,63.3,34.46,Low,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0704,Telecom,Demand Forecasting,-60.06,82.14,55.65,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0705,Telecom,Predictive Maintenance,81.58,82.28,17.04,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0706,Telecom,Document Intelligence,138.8,69.66,38.4,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0707,Telecom,Customer Support,-72.05,83.67,48.93,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0708,Logistics,Recommendation,-43.12,75.41,27.06,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0709,Telecom,Demand Forecasting,-72.14,72.37,45.59,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0710,Retail,Demand Forecasting,-72.89,77.64,26.19,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0711,Manufacturing,Document Intelligence,236.93,68.88,58.79,Medium,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0712,Telecom,Recommendation,-66.83,71.87,47.33,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0713,Manufacturing,Predictive Maintenance,624.86,77.23,48.28,Medium,Strategic,Healthy,AI project is performing within acceptable business and governance limits.
AI-0714,Retail,Recommendation,-35.11,87.87,25.58,Low,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0715,Retail,Predictive Maintenance,-83.56,63.7,35.4,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0716,Manufacturing,Recommendation,-25.17,62.39,43.36,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0717,Banking,Recommendation,74.38,65.1,34.52,Low,Monitor,High Downtime | Low User Adoption,Project requires management monitoring.
AI-0718,Healthcare,Fraud Detection,200.55,62.76,48.61,Medium,Monitor,High Downtime,Project requires management monitoring.
AI-0719,Banking,Demand Forecasting,-21.28,69.26,33.85,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0720,Banking,Recommendation,-46.26,63.0,47.4,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0721,Logistics,Document Intelligence,-67.76,64.37,51.99,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0722,Banking,Recommendation,-77.32,62.48,32.32,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0723,Telecom,Customer Support,-60.06,69.17,44.15,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0724,Logistics,Demand Forecasting,-63.05,77.57,26.89,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0725,Logistics,Customer Support,-96.46,70.04,47.18,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0726,Retail,Demand Forecasting,-84.52,70.56,9.02,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0727,Banking,Customer Support,-98.13,72.98,32.01,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0728,Retail,Recommendation,73.75,76.68,36.12,Medium,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0729,Manufacturing,Recommendation,28.03,64.28,60.23,Medium,Review,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0730,Healthcare,Fraud Detection,-66.38,53.41,32.27,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0731,Logistics,Document Intelligence,-83.57,59.02,20.89,Low,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0732,Manufacturing,Customer Support,-43.83,64.21,28.15,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0733,Manufacturing,Predictive Maintenance,-30.87,61.9,36.4,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0734,Telecom,Fraud Detection,-76.17,74.16,55.6,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0735,Healthcare,Customer Support,204.94,69.88,36.47,Medium,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0736,Manufacturing,Customer Support,-70.78,63.64,4.8,Low,Monitor,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0737,Manufacturing,Fraud Detection,-45.42,77.59,25.76,Low,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0738,Healthcare,Recommendation,-57.31,78.23,47.05,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0739,Healthcare,Customer Support,-63.0,73.75,22.25,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0740,Manufacturing,Recommendation,-45.52,71.69,45.23,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0741,Healthcare,Fraud Detection,-76.84,65.02,22.7,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0742,Manufacturing,Recommendation,4.28,64.47,67.6,High,Review,High Governance Risk | High Data Drift | High Downtime,Governance review required before further scaling.
AI-0743,Manufacturing,Demand Forecasting,-44.33,60.05,55.26,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0744,Telecom,Predictive Maintenance,-90.72,73.16,49.73,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0745,Banking,Customer Support,-57.21,69.9,26.89,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0746,Manufacturing,Document Intelligence,25.31,73.49,26.7,Low,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0747,Retail,Predictive Maintenance,-69.58,72.99,40.74,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0748,Logistics,Recommendation,-79.35,73.28,41.66,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0749,Banking,Customer Support,-54.74,80.79,37.38,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0750,Banking,Recommendation,-44.02,71.3,17.16,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0751,Banking,Demand Forecasting,-56.27,71.64,42.31,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0752,Telecom,Fraud Detection,-86.82,67.07,40.55,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0753,Manufacturing,Customer Support,-70.13,65.91,34.69,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0754,Telecom,Demand Forecasting,-85.32,63.72,13.43,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0755,Manufacturing,Demand Forecasting,-94.81,60.2,52.9,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0756,Telecom,Customer Support,-85.31,72.19,35.42,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0757,Telecom,Recommendation,-85.79,62.0,42.37,Medium,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0758,Logistics,Document Intelligence,27.27,70.06,40.88,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0759,Retail,Demand Forecasting,-91.66,62.59,13.82,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0760,Telecom,Predictive Maintenance,-80.79,50.1,30.2,Low,Review,Negative ROI | Low AI Performance | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0761,Logistics,Demand Forecasting,-65.19,52.33,42.48,Medium,Review,Negative ROI | Low AI Performance | High Downtime,Financial review required due to negative ROI.
AI-0762,Healthcare,Document Intelligence,88.0,80.7,52.11,Medium,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0763,Retail,Recommendation,121.95,79.3,55.48,Medium,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0764,Telecom,Recommendation,75.27,73.57,21.36,Low,Monitor,High Data Drift,Data monitoring and model retraining should be considered.
AI-0765,Banking,Predictive Maintenance,-91.64,75.27,51.39,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0766,Healthcare,Demand Forecasting,-55.76,63.72,42.05,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0767,Healthcare,Recommendation,-79.12,70.13,67.85,High,Review,Negative ROI | High Governance Risk | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0768,Logistics,Document Intelligence,244.3,69.68,56.18,Medium,Monitor,Low User Adoption,Project requires management monitoring.
AI-0769,Healthcare,Customer Support,-38.67,69.6,35.01,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0770,Retail,Fraud Detection,-94.0,70.68,39.25,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0771,Telecom,Fraud Detection,-41.52,74.08,50.6,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0772,Telecom,Fraud Detection,-58.68,79.02,42.68,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0773,Banking,Demand Forecasting,-81.9,79.99,29.8,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0774,Logistics,Predictive Maintenance,-34.01,68.7,60.38,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0775,Banking,Recommendation,9.9,53.16,54.95,Medium,Review,Low AI Performance | High Downtime | Low User Adoption,Model performance optimization is recommended.
AI-0776,Healthcare,Customer Support,-69.22,59.03,19.27,Low,Review,Negative ROI | Low AI Performance | High Data Drift,Financial review required due to negative ROI.
AI-0777,Banking,Document Intelligence,-68.43,73.05,27.27,Low,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0778,Retail,Customer Support,-76.84,75.94,31.71,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0779,Telecom,Document Intelligence,-79.05,73.43,20.32,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0780,Healthcare,Demand Forecasting,87.27,52.88,51.96,Medium,Review,Low AI Performance | High Data Drift,Model performance optimization is recommended.
AI-0781,Banking,Fraud Detection,-56.13,72.11,36.93,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0782,Logistics,Demand Forecasting,-37.42,77.19,26.61,Low,Review,Negative ROI,Financial review required due to negative ROI.
AI-0783,Retail,Predictive Maintenance,-81.98,76.02,21.49,Low,Monitor,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0784,Retail,Predictive Maintenance,-97.84,75.33,52.98,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0785,Banking,Document Intelligence,-81.68,77.91,29.68,Low,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0786,Telecom,Recommendation,-80.55,81.38,61.35,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0787,Banking,Recommendation,-70.94,79.56,40.11,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0788,Healthcare,Document Intelligence,-50.05,89.74,63.35,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0789,Banking,Predictive Maintenance,-43.68,76.63,34.53,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0790,Retail,Predictive Maintenance,249.58,64.77,19.94,Low,Strategic,High Data Drift,Data monitoring and model retraining should be considered.
AI-0791,Banking,Predictive Maintenance,-95.72,80.79,42.6,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0792,Telecom,Demand Forecasting,-77.37,74.71,16.24,Low,Monitor,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0793,Logistics,Predictive Maintenance,-73.02,81.12,43.57,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0794,Manufacturing,Customer Support,79.01,73.37,13.82,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0795,Banking,Fraud Detection,51.76,66.83,52.84,Medium,Review,High Data Drift | Low User Adoption,Data monitoring and model retraining should be considered.
AI-0796,Telecom,Predictive Maintenance,-62.21,72.33,57.02,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0797,Telecom,Document Intelligence,-91.75,69.23,46.88,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0798,Logistics,Fraud Detection,35.36,67.0,37.34,Medium,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0799,Retail,Demand Forecasting,-75.42,58.18,56.97,Medium,Review,Negative ROI | Low AI Performance | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0800,Telecom,Document Intelligence,-60.02,66.65,9.14,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0801,Telecom,Fraud Detection,-43.7,57.75,54.84,Medium,Review,Negative ROI | Low AI Performance,Financial review required due to negative ROI.
AI-0802,Telecom,Document Intelligence,-62.57,65.7,30.56,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0803,Telecom,Demand Forecasting,-66.63,92.5,62.57,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0804,Healthcare,Customer Support,38.57,68.77,50.87,Medium,Review,High Data Drift,Data monitoring and model retraining should be considered.
AI-0805,Healthcare,Demand Forecasting,-83.09,62.94,61.51,Medium,Review,Negative ROI | High Downtime,Financial review required due to negative ROI.
AI-0806,Retail,Demand Forecasting,-65.87,65.5,44.13,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0807,Banking,Document Intelligence,-90.51,74.88,40.13,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0808,Telecom,Recommendation,-74.75,62.19,33.3,Low,Review,Negative ROI | High Data Drift | Low User Adoption,Financial review required due to negative ROI.
AI-0809,Logistics,Predictive Maintenance,-54.34,64.83,16.9,Low,Review,Negative ROI | Low User Adoption,Financial review required due to negative ROI.
AI-0810,Banking,Predictive Maintenance,350.43,71.6,52.61,Medium,Monitor,High Data Drift | High Downtime,Data monitoring and model retraining should be considered.
AI-0811,Logistics,Customer Support,4.03,69.99,31.91,Low,Review,Healthy,AI project is performing within acceptable business and governance limits.
AI-0812,Banking,Customer Support,-21.65,87.06,47.97,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0813,Retail,Predictive Maintenance,-7.51,63.32,45.93,Medium,Review,Negative ROI | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0814,Telecom,Recommendation,-80.67,65.67,21.56,Low,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0815,Telecom,Predictive Maintenance,-88.68,76.83,21.36,Low,Monitor,Negative ROI,Financial review required due to negative ROI.
AI-0816,Manufacturing,Recommendation,-19.52,63.38,52.38,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0817,Logistics,Customer Support,48.67,67.57,17.23,Low,Monitor,Healthy,AI project is performing within acceptable business and governance limits.
AI-0818,Banking,Fraud Detection,-52.5,64.37,41.54,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0819,Banking,Document Intelligence,-95.09,72.89,44.09,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0820,Healthcare,Customer Support,-81.78,60.25,50.07,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
AI-0821,Manufacturing,Customer Support,-80.93,66.57,37.22,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0822,Healthcare,Demand Forecasting,-58.58,71.26,42.78,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0823,Healthcare,Demand Forecasting,-81.73,67.24,45.02,Medium,Review,Negative ROI | High Data Drift,Financial review required due to negative ROI.
AI-0824,Healthcare,Demand Forecasting,-61.27,72.25,35.91,Medium,Review,Negative ROI | High Data Drift | High Downtime | Low User Adoption,Financial review required due to negative ROI.
AI-0825,Logistics,Document Intelligence,-96.74,73.58,51.9,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0826,Logistics,Demand Forecasting,32.35,51.37,23.46,Low,Review,Low AI Performance | High Data Drift | Low User Adoption,Model performance optimization is recommended.
AI-0827,Retail,Recommendation,-56.71,80.17,51.36,Medium,Review,Negative ROI,Financial review required due to negative ROI.
AI-0828,Retail,Predictive Maintenance,-91.04,61.68,47.12,Medium,Review,Negative ROI | High Data Drift | High Downtime,Financial review required due to negative ROI.
